Time (msec),Engine Speed (rpm),Atmospheric Pressure (mmHg),Battery Voltage (V),CL/OL Fueling* (status),A/F Correction #1 (%),A/F Correction #2 (%),Fuel Pump Duty (%),Intake Air Temperature (C),Mass Airflow (g/s)
0,0,720,10.96,7,0.00,0.00,33.33,21,3.53
38,0,720,10.96,7,0.00,0.00,33.33,21,3.53
76,0,720,10.96,7,0.00,0.00,33.33,21,3.53
113,0,720,10.88,7,0.00,0.00,33.33,21,3.53
152,0,720,10.88,7,0.00,0.00,33.33,21,3.53
190,0,720,10.96,7,0.00,0.00,33.33,21,3.53
228,0,720,10.88,7,0.00,0.00,33.33,21,3.53
266,0,720,10.88,7,0.00,0.00,33.33,21,3.53
304,0,720,10.96,7,0.00,0.00,33.33,21,3.53
342,0,720,10.96,7,0.00,0.00,33.33,21,3.53
380,0,720,10.88,7,0.00,0.00,33.33,21,3.53
418,0,720,10.88,7,0.00,0.00,33.33,21,3.53
456,0,720,10.88,7,0.00,0.00,33.33,21,3.53
494,0,720,10.88,7,0.00,0.00,33.33,21,3.53
532,0,720,10.88,7,0.00,0.00,33.33,21,3.53
570,0,720,10.88,7,0.00,0.00,33.33,21,3.53
608,0,720,10.88,7,0.00,0.00,33.33,21,3.53
645,0,720,10.88,7,0.00,0.00,33.33,21,3.53
684,0,720,10.88,7,0.00,0.00,33.33,21,3.53
721,0,720,10.88,7,0.00,0.00,33.33,21,3.53
759,0,720,10.88,7,0.00,0.00,33.33,21,3.53
798,0,720,10.88,7,0.00,0.00,33.33,21,3.53
835,0,720,10.88,7,0.00,0.00,33.33,21,3.53
873,0,720,10.88,7,0.00,0.00,33.33,21,3.53
911,0,720,10.88,7,0.00,0.00,33.33,21,3.53
949,0,720,10.88,7,0.00,0.00,33.33,21,3.53
987,0,720,10.88,7,0.00,0.00,33.33,21,3.53
1026,0,720,10.96,7,0.00,0.00,33.33,21,3.53
1063,0,720,10.96,7,0.00,0.00,33.33,21,3.53
1101,0,720,10.96,7,0.00,0.00,33.33,21,3.53
1139,0,720,10.96,7,0.00,0.00,33.33,21,3.54
1177,0,720,10.88,7,0.00,0.00,33.33,21,3.54
1215,0,720,10.96,7,0.00,0.00,33.33,21,3.54
1253,0,720,10.88,7,0.00,0.00,100.00,21,3.54
1291,0,720,10.96,7,0.00,0.00,100.00,21,3.54
1329,0,720,10.88,7,0.00,0.00,100.00,21,3.54
1367,0,720,10.96,7,0.00,0.00,100.00,21,3.54
1404,0,720,10.88,7,0.00,0.00,100.00,21,3.54
1444,0,720,10.96,7,0.00,0.00,100.00,21,3.54
1482,0,720,10.96,7,0.00,0.00,100.00,21,3.54
1519,0,720,10.96,7,0.00,0.00,100.00,21,3.54
1557,0,720,10.32,7,0.00,0.00,100.00,21,3.54
1595,0,720,6.48,7,0.00,0.00,100.00,21,3.54
1634,0,720,7.04,7,0.00,0.00,100.00,21,3.54
1671,0,720,7.44,7,0.00,0.00,100.00,21,3.54
1709,0,720,7.68,7,0.00,0.00,100.00,21,3.54
1747,0,720,7.60,7,0.00,0.00,100.00,21,3.54
1785,0,720,7.52,7,0.00,0.00,100.00,21,3.54
1823,0,720,7.92,7,0.00,0.00,100.00,21,3.54
1861,0,720,8.32,7,0.00,0.00,100.00,21,3.54
1899,0,720,8.56,7,0.00,0.00,100.00,21,3.54
1937,0,720,8.56,7,0.00,0.00,100.00,21,3.54
1975,0,720,8.24,7,0.00,0.00,100.00,21,3.54
2013,0,720,7.76,7,0.00,0.00,100.00,21,3.54
2051,0,720,7.68,7,0.00,0.00,100.00,21,0.00
2088,0,720,8.16,7,0.00,0.00,100.00,21,0.00
2127,0,720,8.56,7,0.00,0.00,100.00,21,0.00
2165,0,720,8.80,7,0.00,0.00,100.00,21,0.00
2203,0,720,8.00,7,0.00,0.00,100.00,21,0.00
2241,103,720,7.92,7,0.00,0.00,100.00,21,1.61
2279,103,720,8.32,7,0.00,0.00,100.00,21,1.61
2317,116,720,8.64,7,0.00,0.00,100.00,21,1.61
2354,244,720,8.88,7,0.00,0.00,100.00,21,3.79
2393,429,720,9.04,7,0.00,0.00,100.00,21,6.82
2431,506,720,9.20,7,0.00,0.00,100.00,21,7.91
2469,719,720,9.36,7,0.00,0.00,100.00,21,11.62
2507,805,720,10.00,7,0.00,0.00,100.00,21,13.25
2545,928,720,10.32,7,0.00,0.00,100.00,21,14.93
2583,1013,720,12.48,7,0.00,0.00,100.00,21,16.11
2621,1076,720,12.96,7,0.00,0.00,100.00,21,16.93
2659,1122,720,13.28,7,0.00,0.00,100.00,21,17.32
2697,1171,720,13.36,7,0.00,0.00,100.00,21,17.59
2734,1194,720,13.36,7,0.00,0.00,100.00,21,17.51
2773,1202,720,13.28,7,0.00,0.00,100.00,21,17.05
2810,1153,720,13.36,7,0.00,0.00,100.00,21,16.66
2848,1217,720,13.52,7,0.00,0.00,100.00,21,16.40
2886,1224,720,13.60,7,0.00,0.00,100.00,21,15.97
2924,1154,720,13.68,7,0.00,0.00,100.00,21,15.48
2963,1207,720,13.68,7,0.00,0.00,100.00,21,15.20
3001,1202,720,13.68,7,0.00,0.00,100.00,21,14.74
3039,1196,720,13.68,7,0.00,0.00,100.00,21,14.42
3076,1183,720,13.68,7,0.00,0.00,100.00,21,14.05
3114,1170,720,13.68,7,0.00,0.00,100.00,21,13.71
3152,1156,720,13.76,7,0.00,0.00,100.00,21,13.43
3190,1150,720,13.84,7,0.00,0.00,100.00,21,13.04
3228,1134,720,13.84,7,0.00,0.00,100.00,21,12.63
3266,1122,720,13.92,7,0.00,0.00,100.00,21,12.43
3304,1102,720,13.92,7,0.00,0.00,100.00,21,12.32
3342,1151,720,13.92,7,0.00,0.00,100.00,21,11.98
3380,1073,720,13.92,7,0.00,0.00,100.00,21,11.63
3418,1062,720,13.92,7,0.00,0.00,100.00,21,11.53
3456,1052,720,14.00,7,0.00,0.00,100.00,21,11.24
3494,1034,720,13.92,7,0.00,0.00,100.00,21,11.02
3532,1087,720,14.00,7,0.00,0.00,100.00,21,10.95
3570,1016,720,14.00,7,0.00,0.00,100.00,21,10.70
3607,1006,720,14.00,7,0.00,0.00,100.00,21,10.50
3645,999,720,14.08,7,0.00,0.00,100.00,21,10.46
3683,986,720,14.08,7,0.00,0.00,100.00,21,10.31
3721,972,720,14.08,7,0.00,0.00,100.00,21,10.17
3759,966,720,14.00,7,0.00,0.00,100.00,21,10.21
3797,957,720,13.92,7,0.00,0.00,100.00,21,10.17
3835,951,720,13.92,7,0.00,0.00,100.00,21,10.20
3874,949,720,14.00,7,0.00,0.00,100.00,21,10.14
3912,942,720,14.00,7,0.00,0.00,100.00,21,10.09
3950,940,720,13.92,7,0.00,0.00,100.00,21,10.14
3988,937,720,14.16,7,0.00,0.00,100.00,21,10.08
4026,938,720,14.16,7,0.00,0.00,100.00,21,10.17
4064,932,720,14.16,7,0.00,0.00,100.00,21,10.07
4102,930,720,14.16,7,0.00,0.00,100.00,21,10.11
4139,934,720,14.00,7,0.00,0.00,100.00,21,10.21
4178,926,720,14.00,7,0.00,0.00,100.00,21,10.09
4216,924,720,14.00,7,0.00,0.00,100.00,21,10.15
4253,921,720,14.16,7,0.00,0.00,100.00,21,10.17
4291,921,720,14.16,7,0.00,0.00,100.00,21,10.24
4330,921,720,14.24,7,0.00,0.00,100.00,21,10.17
4367,920,720,14.32,7,0.00,0.00,100.00,21,10.23
4405,922,720,14.32,7,0.00,0.00,100.00,21,10.26
4443,920,720,14.08,7,0.00,0.00,100.00,21,10.26
4481,919,720,14.16,7,0.00,0.00,100.00,21,10.27
4519,918,720,14.08,7,0.00,0.00,100.00,21,10.25
4557,916,720,14.24,7,0.00,0.00,100.00,21,10.30
4595,918,720,14.24,7,0.00,0.00,100.00,21,10.32
4633,916,720,14.32,7,0.00,0.00,100.00,21,10.33
4671,921,720,14.40,7,0.00,0.00,100.00,21,10.38
4709,912,720,14.32,7,0.00,0.00,100.00,21,10.57
4747,907,720,14.24,7,0.00,0.00,100.00,21,10.64
4786,905,720,14.16,7,0.00,0.00,100.00,21,10.80
4824,892,720,14.24,7,0.00,0.00,100.00,21,10.77
4861,890,720,14.24,7,0.00,0.00,100.00,21,10.89
4899,893,720,14.48,7,0.00,0.00,100.00,21,10.96
4938,900,720,14.48,7,0.00,0.00,100.00,21,11.19
4975,884,720,14.24,7,0.00,0.00,100.00,21,11.01
5012,884,720,14.16,7,0.00,0.00,100.00,21,11.12
5051,878,720,14.08,7,0.00,0.00,100.00,21,11.16
5088,866,720,14.24,7,0.00,0.00,100.00,21,11.13
5126,860,720,14.48,7,0.00,0.00,100.00,21,11.15
5165,864,720,14.48,7,0.00,0.00,100.00,21,11.20
5203,865,720,14.16,7,0.00,0.00,100.00,21,11.14
5241,844,720,14.16,7,0.00,0.00,100.00,21,11.00
5279,846,720,14.24,7,0.00,0.00,100.00,21,11.09
5317,840,720,14.32,7,0.00,0.00,100.00,21,11.26
5355,848,720,14.40,7,0.00,0.00,100.00,21,11.28
5393,823,720,14.16,7,0.00,0.00,100.00,21,10.86
5431,820,720,14.24,7,0.00,0.00,100.00,21,11.00
5468,828,720,14.24,7,0.00,0.00,100.00,21,11.24
5506,872,720,14.40,7,0.00,0.00,100.00,21,11.62
5545,806,720,14.32,7,0.00,0.00,100.00,21,10.90
5582,800,720,14.08,7,0.00,0.00,100.00,21,10.74
5620,802,720,14.32,7,0.00,0.00,100.00,21,10.89
5659,802,720,14.40,7,0.00,0.00,100.00,21,11.20
5696,808,720,14.56,7,0.00,0.00,100.00,21,11.01
5735,822,720,14.08,7,0.00,0.00,100.00,21,11.09
5773,826,720,14.24,7,0.00,0.00,100.00,21,11.33
5811,820,720,14.24,7,0.00,0.00,100.00,21,11.15
5849,822,720,14.40,7,0.00,0.00,100.00,21,11.19
5887,828,720,14.24,7,0.00,0.00,100.00,21,11.24
5925,780,720,14.16,7,0.00,0.00,100.00,21,11.21
5963,821,720,14.40,7,0.00,0.00,100.00,21,11.09
6001,823,720,14.24,7,0.00,0.00,100.00,21,11.20
6039,833,720,14.64,7,0.00,0.00,100.00,21,11.41
6076,851,720,14.32,7,0.00,0.00,100.00,21,11.80
6114,850,720,14.24,7,0.00,0.00,100.00,20,11.65
6152,848,720,14.32,7,0.00,0.00,100.00,20,11.81
6191,853,720,14.32,7,0.00,0.00,100.00,20,11.96
6228,866,720,14.48,7,0.00,0.00,100.00,20,12.04
6266,859,720,14.40,7,0.00,0.00,100.00,20,11.84
6304,873,720,14.32,7,0.00,0.00,100.00,20,11.91
6342,874,720,14.40,7,0.00,0.00,100.00,20,12.17
6380,879,720,14.32,7,0.00,0.00,100.00,20,12.27
6418,884,720,14.40,7,0.00,0.00,100.00,20,12.55
6456,894,720,14.56,7,0.00,0.00,100.00,20,12.59
6494,910,720,14.64,7,0.00,0.00,100.00,20,12.96
6532,911,720,14.40,7,0.00,0.00,100.00,20,12.76
6570,918,720,14.40,7,0.00,0.00,100.00,20,12.90
6608,915,720,14.40,7,0.00,0.00,100.00,20,13.07
6646,920,720,14.40,7,0.00,0.00,100.00,20,13.19
6684,927,720,14.32,7,0.00,0.00,100.00,20,13.38
6722,946,720,14.40,7,0.00,0.00,100.00,20,13.44
6760,965,720,14.48,7,0.00,0.00,100.00,20,14.13
6798,965,720,14.64,7,0.00,0.00,100.00,20,14.05
6836,976,720,14.64,7,0.00,0.00,100.00,20,14.30
6874,1000,720,14.64,7,0.00,0.00,100.00,20,14.72
6912,996,720,14.64,7,0.00,0.00,100.00,20,14.60
6949,1000,720,14.48,7,0.00,0.00,100.00,20,14.47
6987,961,720,14.56,7,0.00,0.00,100.00,20,14.79
7025,966,720,14.48,7,0.00,0.00,100.00,20,14.92
7065,1037,720,14.48,7,0.00,0.00,100.00,20,15.08
7101,1060,720,14.48,7,0.00,0.00,100.00,20,15.29
7140,1064,720,14.56,7,0.00,0.00,100.00,20,15.37
7178,1073,720,14.56,7,0.00,0.00,100.00,20,15.67
7216,1029,720,14.40,7,0.00,0.00,100.00,20,15.82
7254,1100,720,14.56,7,0.00,0.00,100.00,20,16.05
7291,1112,720,14.56,7,0.00,0.00,100.00,20,16.39
7330,1126,720,14.48,7,0.00,0.00,100.00,20,16.64
7368,1130,720,14.56,7,0.00,0.00,100.00,20,16.63
7406,1143,720,14.40,7,0.00,0.00,100.00,20,16.86
7444,1162,720,14.40,7,0.00,0.00,100.00,20,17.29
7481,1178,720,14.40,7,0.00,0.00,100.00,20,17.22
7518,1188,720,14.48,7,0.00,0.00,100.00,20,17.40
7557,1197,720,14.48,7,0.00,0.00,100.00,20,17.68
7595,1152,720,14.56,7,0.00,0.00,100.00,20,17.90
7633,1230,720,14.48,7,0.00,0.00,100.00,20,17.82
7671,1233,720,14.40,7,0.00,0.00,100.00,20,17.90
7709,1252,720,14.32,7,0.00,0.00,100.00,20,18.00
7747,1264,720,14.48,7,0.00,0.00,100.00,20,18.10
7785,1281,720,14.56,7,0.00,0.00,100.00,20,18.30
7823,1296,720,14.48,7,0.00,0.00,100.00,20,18.11
7860,1309,720,14.40,7,0.00,0.00,100.00,20,18.12
7898,1310,720,14.24,7,0.00,0.00,100.00,20,18.13
7936,1321,720,14.48,7,0.00,0.00,100.00,20,18.07
7975,1324,720,14.48,7,0.00,0.00,100.00,20,18.16
8013,1336,720,14.48,7,0.00,0.00,100.00,20,17.88
8051,1346,720,14.40,7,0.00,0.00,100.00,20,18.07
8088,1348,720,14.48,7,0.00,0.00,100.00,20,17.82
8126,1347,720,14.56,7,0.00,0.00,100.00,20,17.71
8164,1284,720,14.40,7,0.00,0.00,100.00,20,17.64
8202,1349,720,14.56,7,0.00,0.00,100.00,20,17.63
8240,1347,720,14.56,7,0.00,0.00,100.00,20,17.74
8278,1353,720,14.48,7,0.00,0.00,100.00,20,17.56
8316,1358,720,14.32,7,0.00,0.00,100.00,20,17.37
8354,1355,720,14.48,7,0.00,0.00,100.00,20,17.36
8393,1350,720,14.48,7,0.00,0.00,100.00,20,17.26
8431,1406,720,14.56,7,0.00,0.00,100.00,20,17.24
8467,1338,720,14.56,7,0.00,0.00,100.00,20,17.19
8506,1400,720,14.48,7,0.00,0.00,100.00,20,17.18
8544,1341,720,14.56,7,0.00,0.00,100.00,20,17.13
8582,1281,720,14.32,7,0.00,0.00,100.00,20,17.02
8620,1337,720,14.56,7,0.00,0.00,100.00,20,17.06
8657,1334,720,14.56,7,0.00,0.00,100.00,20,17.08
8695,1336,720,14.48,7,0.00,0.00,100.00,20,17.12
8733,1336,720,14.40,7,0.00,0.00,100.00,20,17.19
8772,1332,720,14.56,7,0.00,0.00,100.00,20,17.36
8810,1337,720,14.48,7,0.00,0.00,100.00,20,17.31
8848,1338,720,14.40,7,0.00,0.00,100.00,20,17.26
8886,1329,720,14.48,7,0.00,0.00,100.00,20,17.18
8924,1331,720,14.48,7,0.00,0.00,100.00,20,17.20
8962,1333,720,14.48,7,0.00,0.00,100.00,20,17.24
9000,1334,720,14.48,7,0.00,0.00,100.00,20,17.36
9038,1343,720,14.48,7,0.00,0.00,100.00,20,17.54
9076,1344,720,14.48,7,0.00,0.00,100.00,20,17.45
9114,1335,720,14.48,7,0.00,0.00,100.00,20,17.28
9152,1334,720,14.48,7,0.00,0.00,100.00,20,17.35
9189,1330,720,14.56,7,0.00,0.00,100.00,20,17.50
9227,1332,720,14.48,7,0.00,0.00,100.00,20,17.66
9266,1334,720,14.32,7,0.00,0.00,100.00,20,17.54
9303,1340,720,14.16,7,0.00,0.00,100.00,20,17.61
9341,1342,720,14.56,7,0.00,0.00,100.00,20,17.56
9380,1337,720,14.48,7,0.00,0.00,100.00,20,17.57
9418,1339,720,14.48,7,0.00,0.00,100.00,20,17.57
9456,1340,720,14.48,7,0.00,0.00,100.00,20,17.62
9493,1406,720,14.48,7,0.00,0.00,100.00,20,17.72
9531,1350,720,14.40,7,0.00,0.00,100.00,20,17.79
9569,1356,720,14.40,7,0.00,0.00,100.00,20,17.69
9608,1355,720,14.56,7,0.00,0.00,100.00,20,17.90
9646,1352,720,14.56,7,0.00,0.00,100.00,20,17.81
9684,1355,720,14.40,7,0.00,0.00,100.00,20,17.78
9722,1359,720,14.40,7,0.00,0.00,100.00,20,18.06
9760,1355,720,14.56,7,0.00,0.00,100.00,20,18.03
9797,1367,720,14.40,7,0.00,0.00,100.00,20,18.07
9835,1369,720,14.24,7,0.00,0.00,100.00,20,17.91
9873,1370,720,14.56,7,0.00,0.00,100.00,20,18.03
9911,1366,720,14.48,7,0.00,0.00,100.00,20,18.05
9949,1372,720,14.40,7,0.00,0.00,100.00,20,18.07
9987,1372,720,14.48,7,0.00,0.00,100.00,20,18.02
10025,1370,720,14.40,7,0.00,0.00,100.00,20,18.24
10063,1372,720,14.40,7,0.00,0.00,100.00,20,18.29
10101,1381,720,14.48,7,0.00,0.00,100.00,20,18.31
10138,1377,720,14.48,7,0.00,0.00,100.00,20,18.16
10176,1382,720,14.40,7,0.00,0.00,100.00,20,18.03
10214,1377,720,14.24,7,0.00,0.00,100.00,20,18.23
10253,1376,720,14.56,7,0.00,0.00,100.00,20,18.15
10291,1378,720,14.56,7,0.00,0.00,100.00,20,18.12
10329,1390,720,14.40,7,0.00,0.00,100.00,20,18.30
10367,1390,720,14.48,7,0.00,0.00,100.00,20,18.51
10405,1398,720,14.48,7,0.00,0.00,100.00,20,18.47
10443,1406,720,14.40,7,0.00,0.00,100.00,20,18.26
10481,1406,720,14.48,7,0.00,0.00,100.00,20,18.35
10519,1400,720,14.48,7,0.00,0.00,100.00,20,18.36
10557,1403,720,14.56,7,0.00,0.00,100.00,20,18.37
10595,1402,720,14.56,7,0.00,0.00,100.00,20,18.15
10633,1401,720,14.48,7,0.00,0.00,100.00,20,18.25
10671,1403,720,14.48,7,0.00,0.00,100.00,20,18.35
10709,1464,720,14.48,7,0.00,0.00,100.00,20,18.42
10747,1407,720,14.48,7,0.00,0.00,100.00,20,18.36
10785,1347,720,14.24,7,0.00,0.00,100.00,20,18.13
10823,1405,720,14.40,7,0.00,0.00,100.00,20,18.29
10861,1400,720,14.56,7,0.00,0.00,100.00,20,18.10
10899,1408,720,14.40,7,0.00,0.00,100.00,20,18.12
10937,1470,720,14.48,7,0.00,0.00,100.00,20,18.27
10974,1404,720,14.56,7,0.00,0.00,100.00,20,18.04
11013,1470,720,14.40,7,0.00,0.00,100.00,20,18.31
11051,1466,720,14.48,7,0.00,0.00,100.00,20,18.28
11089,1407,720,14.56,7,0.00,0.00,100.00,20,18.10
11127,1344,720,14.40,7,0.00,0.00,100.00,20,17.96
11164,1407,720,14.56,7,0.00,0.00,100.00,20,18.12
11203,1402,720,14.56,7,0.00,0.00,100.00,20,18.01
11241,1407,720,14.40,7,0.00,0.00,100.00,20,17.91
11278,1469,720,14.40,7,0.00,0.00,100.00,20,18.11
11316,1401,720,14.48,7,0.00,0.00,100.00,20,17.86
11354,1471,720,14.24,7,0.00,0.00,100.00,20,18.01
11393,1465,720,14.48,7,0.00,0.00,100.00,20,18.20
11431,1408,720,14.56,7,0.00,0.00,100.00,20,17.98
11469,1413,720,14.40,7,0.00,0.00,100.00,20,17.90
11507,1346,720,14.48,7,0.00,0.00,100.00,19,17.95
11545,1401,720,14.56,7,0.00,0.00,100.00,19,17.74
11582,1396,720,14.24,7,0.00,0.00,100.00,19,17.67
11620,1398,720,14.48,7,0.00,0.00,100.00,19,17.82
11658,1397,720,14.48,7,0.00,0.00,100.00,19,17.80
11696,1395,720,14.40,7,0.00,0.00,100.00,19,17.76
11734,1394,720,14.48,7,0.00,0.00,100.00,19,17.91
11773,1398,720,14.48,7,0.00,0.00,100.00,19,17.70
11810,1402,720,14.48,7,0.00,0.00,100.00,19,17.46
11848,1396,720,14.40,7,0.00,0.00,100.00,19,17.73
11886,1387,720,14.48,7,0.00,0.00,100.00,19,17.52
11924,1388,720,14.24,7,0.00,0.00,100.00,19,17.51
11962,1386,720,14.48,7,0.00,0.00,100.00,19,17.56
12001,1382,720,14.56,7,0.00,0.00,100.00,19,17.57
12037,1388,720,14.48,7,0.00,0.00,100.00,19,17.60
12075,1395,720,14.56,7,0.00,0.00,100.00,19,17.78
12115,1395,720,14.56,7,0.00,0.00,100.00,19,17.77
12152,1401,720,14.40,7,0.00,0.00,100.00,19,17.57
12190,1390,720,14.40,7,0.00,0.00,100.00,19,17.71
12228,1392,720,14.48,7,0.00,0.00,100.00,19,17.72
12266,1390,720,14.48,7,0.00,0.00,100.00,19,17.55
12304,1388,720,14.48,7,0.00,0.00,100.00,19,17.54
12342,1386,720,14.48,7,0.00,0.00,100.00,19,17.68
12380,1384,720,14.40,7,0.00,0.00,100.00,19,17.42
12418,1392,720,14.48,7,0.00,0.00,100.00,19,17.59
12456,1387,720,14.56,7,0.00,0.00,100.00,19,17.35
12494,1385,720,14.56,7,0.00,0.00,100.00,19,17.30
12532,1375,720,14.48,7,0.00,0.00,100.00,19,17.33
12569,1374,720,14.48,7,0.00,0.00,100.00,19,17.35
12607,1373,720,14.48,7,0.00,0.00,100.00,19,17.30
12646,1375,720,14.40,7,0.00,0.00,100.00,19,17.28
12683,1375,720,14.48,7,0.00,0.00,100.00,19,17.48
12721,1383,720,14.48,7,0.00,0.00,100.00,19,17.33
12759,1384,720,14.40,7,0.00,0.00,100.00,19,17.26
12797,1376,720,14.56,7,0.00,0.00,100.00,19,17.22
12835,1372,720,14.48,7,0.00,0.00,100.00,19,17.17
12873,1374,720,14.40,7,0.00,0.00,100.00,19,17.13
12911,1375,720,14.48,7,0.00,0.00,100.00,19,17.20
12949,1371,720,14.48,7,0.00,0.00,100.00,19,17.33
12988,1375,720,14.48,7,0.00,0.00,100.00,19,17.25
